text,label
one chemicals bottle from office,hazardous
leftover rice in school,biodegradable
one flower waste after festival,biodegradable
several rusty magazine in school mixed with household mixed waste,recyclable
rotten mango from kitchen,biodegradable
two empty old mobile phone in market,ewaste
a lot of mobile battery from kitchen,ewaste
one rotten egg shell from kitchen,compostable
a pack of rusty used diaper from kitchen,sanitary
several household mixed waste found on street,mixed
one wine bottle in school,glass
pickle jar from shop,glass
cloth pieces from shop,textile
a pack of cow dung from office,compostable
one paper bag found on street,recyclable
several wet household mixed waste after festival mixed with glass jar,mixed
paper cup found on street,recyclable
a pack of rusty household mixed waste in market,mixed
two flower waste after festival,biodegradable
a pack of coconut husk after festival,biodegradable
old cardboard box from kitchen,recyclable
dry old clothes after festival,textile
two wet wine bottle in school,glass
a lot of tear-stained cooked food scrap in market,biodegradable
a lot of wet hard disk from office,ewaste
a pack of broken broken charger found on street,ewaste
a pack of rusty street sweepings from office,mixed
one broken tin box from shop,metal
old cloth pieces in market,textile
two soiled sanitary pad from kitchen,sanitary
several dry combined trash bag in market,mixed
glass bottle found on street,glass
a pack of empty envelope in market,recyclable
a pack of broken newspaper from kitchen,recyclable
a pack of peeled old laptop found on street,ewaste
two cooked food scrap in market,biodegradable
newspaper from office,recyclable
a lot of coconut husk from shop mixed with paper,biodegradable
two remote control from shop,ewaste
soiled metal scrap found on street,metal
two paper bag in school,recyclable
a pack of leftover rice from office,biodegradable
glass cup from kitchen,glass
a lot of paper bag found on street mixed with plastic,recyclable
several old used battery found on street mixed with plastic,hazardous
several banana peel found on street,biodegradable
two remote control after festival,ewaste
carton found on street,recyclable
two leftover dal from kitchen,biodegradable
several remote control found on street,ewaste
a pack of garden leaves in school,compostable
a lot of peeled newspaper in market,recyclable
one cow dung found on street,compostable
a pack of old hard disk from office,ewaste
several rotten banana peel from office,biodegradable
several household mixed waste in school,mixed
old coconut husk in school mixed with wipes,biodegradable
several used aluminium foil from shop,metal
soiled cloth pieces found on street mixed with paper,textile
a pack of rusty worn T-shirt in market,textile
several old street sweepings from office mixed with plastic,mixed
a pack of old magazine from shop,recyclable
one plastic container from kitchen,recyclable
a lot of old plastic bottle from office,recyclable
two old clothes after festival,textile
a pack of rotten shoe sole from kitchen,textile
several cooked food scrap from office,biodegradable
one old laptop found on street,ewaste
paper packet in market,recyclable
broken expired medicine found on street,hazardous
a pack of dry plastic container found on street,recyclable
a pack of dry thermometer (mercury) in market,hazardous
soiled circuit board from shop,ewaste
one street sweepings in market,mixed
a pack of rusty wine bottle in school,glass
two dry hard disk from office,ewaste
two paper cup in school,recyclable
empty paper packet from kitchen,recyclable
two dry household mixed waste from shop,mixed
two chemicals bottle from office,hazardous
several envelope in market,recyclable
two leftover rice from office,biodegradable
coconut husk from shop,biodegradable
several used hard disk after festival,ewaste
empty rotten mango in market,biodegradable
one soda can after festival,metal
two used banana peel found on street,biodegradable
several broken metal scrap from office,metal
two empty shoe sole from kitchen,textile
a lot of paper packet found on street,recyclable
two old grass clippings from shop,compostable
one rusty cotton swabs after festival,sanitary
a pack of glass jar found on street,glass
several newspaper after festival mixed with plastic,recyclable
two peeled expired medicine from shop,hazardous
dry chemicals bottle from kitchen,hazardous
a lot of fruit waste from shop,biodegradable
two empty plastic container in school,recyclable
a lot of worn T-shirt after festival,textile
a pack of old flower waste from kitchen mixed with plastic,biodegradable
peeled plastic container in school,recyclable
one rusty carton from office,recyclable
one tear-stained fruit waste in school,biodegradable
one worn T-shirt from shop,textile
a pack of rusty keyboard in market,ewaste
cooked food scrap found on street,biodegradable
two shoe sole from kitchen,textile
two wet used food packet from office,biodegradable
one tear-stained paper cup in market,recyclable
one glass bottle after festival mixed with plastic,glass
one peeled cardboard box from shop,recyclable
one carton from kitchen,recyclable
two soiled shoe sole after festival,textile
two dry hard disk after festival,ewaste
two newspaper from shop,recyclable
several newspaper from kitchen,recyclable
two flower waste from shop,biodegradable
several rotten solvent jar from shop,hazardous
several plastic bottle after festival,recyclable
two dry cardboard box from shop,recyclable
one flower waste after festival,biodegradable
a pack of hard disk in market mixed with plastic,ewaste
two paper bag from shop,recyclable
circuit board in market,ewaste
two wine bottle after festival,glass
one tear-stained paper packet found on street,recyclable
two empty newspaper from office,recyclable
two pesticide bottle found on street,hazardous
several broken combined trash bag from office,mixed
several wet glass bottle in market,glass
several broken grass clippings from kitchen,compostable
several paper cup from office,recyclable
one dry cloth pieces in market mixed with plastic,textile
dry combined trash bag found on street,mixed
a lot of cloth pieces after festival,textile
several dry paper packet in school mixed with paper,recyclable
a lot of glass jar from kitchen,glass
a pack of tear-stained pickle jar found on street mixed with paper,glass
soiled used diaper in school,sanitary
two empty pickle jar from office mixed with plastic,glass
one tear-stained vegetable peels after festival,biodegradable
a pack of rusty metal scrap in school,metal
one used bedsheet in market,textile
a lot of soiled cotton swabs from office,sanitary
empty magazine after festival,recyclable
a pack of cardboard box from kitchen,recyclable
used food packet from kitchen,biodegradable
one crumpled metal scrap from shop,metal
peeled carton found on street,recyclable
leftover rice after festival,biodegradable
several coconut husk from shop,biodegradable
two rotten mango from office,biodegradable
several paper bag from shop,recyclable
a pack of compostable bag from kitchen,compostable
a lot of paper bag in school,recyclable
a pack of dry soda can found on street,metal
several soiled newspaper from office,recyclable
leftover dal from kitchen,biodegradable
two crumpled circuit board from kitchen,ewaste
a pack of broken cooked food scrap from kitchen,biodegradable
one wine bottle from shop,glass
a pack of cloth pieces from kitchen,textile
several used tin box from shop,metal
a lot of wet tea leaves after festival,biodegradable
two used glass bottle from kitchen,glass
one flower waste after festival mixed with shoe sole,biodegradable
a pack of paper cup from kitchen,recyclable
broken keyboard from shop,ewaste
one broken tin box in school,metal
one dry cooking oil tin from office,metal
peeled hard disk in market mixed with paper,ewaste
a pack of hard disk from shop,ewaste
a lot of leftover rice in school,biodegradable
one old cans from office,metal
a pack of household mixed waste from office,mixed
two old laptop found on street,ewaste
one leftover rice in market,biodegradable
a pack of wet soda can in school,metal
paper bag from office,recyclable
one envelope from shop,recyclable
crumpled solvent jar from office,hazardous
two soiled used diaper from shop,sanitary
one broken glass found on street,glass
a pack of miscellaneous waste in market,mixed
two tampon from shop,sanitary
two street sweepings after festival,mixed
one old laptop found on street,ewaste
a pack of soiled envelope from shop,recyclable
one torn saree from shop,textile
two soiled carton in school,recyclable
a pack of wet paper bag from shop,recyclable
one vegetable peels found on street,biodegradable
used soda can found on street,metal
a lot of old earphones after festival,ewaste
a pack of old needle syringe in school,hazardous
several dry used food packet in market,biodegradable
tear-stained soda can found on street,metal
several old paper packet after festival,recyclable
a lot of paint can from office,hazardous
paper packet found on street,recyclable
one empty rotten mango from kitchen,biodegradable
a pack of tampon from office,sanitary
a pack of mobile battery from office,ewaste
two paint can from office,hazardous
several plastic container from office,recyclable
a pack of leftover rice in school,biodegradable
a pack of soiled cow dung from office,compostable
two empty worn T-shirt in school,textile
a pack of coffee grounds found on street,compostable
several wet paper cup from shop,recyclable
one old paper cup in school,recyclable
two paper cup after festival,recyclable
a pack of wet envelope after festival,recyclable
used leftover rice found on street,biodegradable
a pack of cooked food scrap from kitchen mixed with envelope,biodegradable
a lot of old cardboard box from kitchen,recyclable
several broken glass in market,glass
two wet rotten mango after festival,biodegradable
plastic container from shop,recyclable
used battery found on street,hazardous
a lot of crumpled cardboard box found on street,recyclable
several peeled glass jar in market,glass
a lot of earphones in market,ewaste
coconut husk in market,biodegradable
a lot of old torn saree from office mixed with paper,textile
one empty aluminium foil in market,metal
one rusty envelope in market,recyclable
two torn saree found on street,textile
a lot of paper bag in school,recyclable
one rusty rotten mango in school mixed with plastic,biodegradable
one broken plastic bottle found on street,recyclable
two wine bottle after festival,glass
a pack of paper cup in school,recyclable
a pack of old clothes from kitchen,textile
peeled rotten mango in market,biodegradable
two soiled street sweepings from shop,mixed
one wet magazine from office,recyclable
several used leftover rice found on street,biodegradable
old paper packet in school,recyclable
a pack of cooked food scrap in market,biodegradable
a pack of used rotten mango found on street,biodegradable
a lot of peeled magazine in school,recyclable
a lot of shoe sole from office,textile
several broken envelope after festival,recyclable
a lot of tampon from office,sanitary
several rusty envelope in market,recyclable
dry used bedsheet from office,textile
one cotton swabs in school mixed with plastic,sanitary
two glass bottle from shop,glass
old metal scrap in market,metal
two empty used food packet found on street,biodegradable
a lot of mobile battery in school,ewaste
a lot of pickle jar from office,glass
a lot of solvent jar in market mixed with miscellaneous waste,hazardous
several empty envelope in school,recyclable
two glass bottle from office,glass
street sweepings in market,mixed
two glass cup from shop mixed with paper,glass
several mobile battery in school,ewaste
two old solvent jar in market,hazardous
one rotten broken charger from kitchen,ewaste
a lot of dry household mixed waste from office mixed with plastic,mixed
two cow dung found on street,compostable
a pack of used remote control in school,ewaste
several glass cup found on street,glass
several tampon from office,sanitary
two broken coconut husk after festival,biodegradable
a pack of glass jar from kitchen,glass
one rusty leftover rice in market,biodegradable
two broken charger in market,ewaste
one wet household mixed waste in school,mixed
old laptop from shop,ewaste
two leftover dal in school,biodegradable
several dry old mobile phone after festival,ewaste
a pack of shoe sole in school mixed with paper,textile
a lot of crumpled coconut husk from office,biodegradable
several garden leaves in school mixed with plastic,compostable
a lot of old clothes from kitchen,textile
several combined trash bag from kitchen,mixed
several rotten egg shell found on street,compostable
broken newspaper from kitchen,recyclable
a pack of tea leaves in market,biodegradable
several empty plastic container from office,recyclable
several earphones from office,ewaste
a pack of dry used food packet found on street,biodegradable
crumpled cloth pieces from shop,textile
several paper bag in school,recyclable
a lot of paper packet found on street,recyclable
a lot of plastic container from shop,recyclable
a lot of peeled leftover rice from shop,biodegradable
several tear-stained vegetable peels from office mixed with plastic,biodegradable
one leftover dal in market,biodegradable
one used diaper in school mixed with plastic,sanitary
two tear-stained plastic container found on street,recyclable
a pack of combined trash bag in market,mixed
a lot of shoe sole in school,textile
broken glass in market,glass
two cloth pieces from office mixed with plastic,textile
a pack of old leftover rice found on street,biodegradable
empty banana peel found on street,biodegradable
a lot of wet thermometer (mercury) from shop,hazardous
a pack of paint can from office,hazardous
two peeled paper bag in market,recyclable
crumpled earphones from shop,ewaste
rotten chemicals bottle in market,hazardous
several dry aluminium foil from kitchen mixed with plastic,metal
two used pickle jar after festival,glass
several dry old mobile phone in school,ewaste
two old laptop from shop,ewaste
one rotten paper packet in market,recyclable
a pack of envelope in market,recyclable
one wet fruit waste from shop,biodegradable
one wine bottle from kitchen,glass
envelope in school mixed with plastic,recyclable
two soda can after festival mixed with paper,metal
a lot of keyboard in market,ewaste
several cooking oil tin in school,metal
a pack of printer cartridge found on street,ewaste
several tea leaves in market,biodegradable
one wet plastic bottle in school,recyclable
two paper bag from kitchen,recyclable
a pack of used leftover rice in school,biodegradable
several empty tea leaves from office mixed with plastic,biodegradable
newspaper found on street,recyclable
tear-stained fruit waste from shop,biodegradable
two peeled pickle jar in market,glass
a lot of dry leftover rice found on street,biodegradable
two old compostable bag in school,compostable
wine bottle after festival,glass
one circuit board from shop,ewaste
two tear-stained compostable bag after festival,compostable
a pack of rotten paper packet from shop,recyclable
a lot of used torn saree found on street,textile
a pack of rotten envelope from shop,recyclable
several wet cooked food scrap in school,biodegradable
one aluminium foil found on street,metal
two cow dung from office,compostable
a lot of tear-stained cooked food scrap from office,biodegradable
a pack of rotten old laptop in school,ewaste
carton after festival,recyclable
two rotten old laptop after festival,ewaste
several broken old mobile phone from shop,ewaste
one empty glass jar after festival,glass
one vegetable peels found on street,biodegradable
a pack of plastic container found on street,recyclable
several chemicals bottle in market,hazardous
a lot of pesticide bottle after festival,hazardous
a pack of glass bottle in market mixed with flower waste,glass
several plastic container in market,recyclable
several wet paper bag in school,recyclable
dry soda can from kitchen,metal
two hard disk found on street,ewaste
a lot of peeled magazine after festival,recyclable
cardboard box after festival,recyclable
a pack of magazine from shop,recyclable
wet tin box from kitchen,metal
paper cup from shop mixed with paper,recyclable
coconut husk from shop,biodegradable
two solvent jar in market,hazardous
two crumpled coconut husk from shop,biodegradable
one broken cardboard box found on street,recyclable
several peeled hard disk in market,ewaste
two soda can from shop,metal
a lot of old pickle jar after festival,glass
one crumpled carton found on street,recyclable
worn T-shirt found on street,textile
a pack of peeled pesticide bottle from shop,hazardous
two street sweepings after festival,mixed
broken broken charger in market,ewaste
glass jar in market,glass
several worn T-shirt from kitchen,textile
one rotten mango from shop,biodegradable
a lot of rusty hard disk found on street,ewaste
two paper packet from shop,recyclable
a lot of used magazine from kitchen,recyclable
one rusty pickle jar found on street,glass
used combined trash bag from office,mixed
one peeled printer cartridge after festival,ewaste
several cooked food scrap found on street,biodegradable
several peeled coconut husk in market,biodegradable
several rotten magazine after festival,recyclable
tear-stained soda can after festival,metal
one used banana peel in market,biodegradable
several soiled keyboard in school,ewaste
several metal scrap in market,metal
one glass bottle from kitchen,glass
a pack of thermometer (mercury) in school mixed with paper,hazardous
one crumpled leftover rice found on street,biodegradable
a lot of used fruit waste from kitchen,biodegradable
two paper packet after festival,recyclable
one soda can after festival,metal
rusty paper bag in school,recyclable
a pack of household mixed waste from kitchen,mixed
wipes from office,sanitary
two used chemicals bottle in market,hazardous
two crumpled rotten mango from office,biodegradable
a lot of newspaper found on street,recyclable
cooking oil tin after festival,metal
old paper cup from shop,recyclable
several broken charger in market,ewaste
several tear-stained combined trash bag found on street,mixed
a pack of worn T-shirt from kitchen,textile
two soiled fruit waste found on street,biodegradable
a lot of tear-stained torn saree in school,textile
two used carton in market,recyclable
a pack of used cooking oil tin in market,metal
a pack of peeled sanitary pad found on street,sanitary
a pack of rusty cloth pieces in market,textile
one wet banana peel in market,biodegradable
a lot of old mobile phone from kitchen mixed with chemicals bottle,ewaste
a pack of used newspaper from shop,recyclable
a lot of combined trash bag from kitchen,mixed
a lot of rusty used diaper from shop,sanitary
a lot of flower waste in school,biodegradable
a lot of tear-stained banana peel from office,biodegradable
two dry carton after festival,recyclable
a lot of dry used bedsheet from kitchen,textile
one banana peel in school,biodegradable
broken wipes after festival,sanitary
several needle syringe from office,hazardous
peeled tin box from shop,metal
tear-stained shoe sole from kitchen mixed with paper,textile
two used food packet after festival,biodegradable
two pickle jar from office mixed with metal scrap,glass
a pack of rusty soda can from shop mixed with plastic,metal
one envelope found on street,recyclable
a pack of old mobile phone found on street,ewaste
banana peel from kitchen,biodegradable
a lot of dry paper cup found on street,recyclable
two tear-stained plastic bottle from kitchen,recyclable
two used paper bag from shop,recyclable
a pack of cardboard box from shop,recyclable
one tear-stained glass jar found on street mixed with paper,glass
a lot of peeled earphones found on street,ewaste
a lot of tear-stained earphones from kitchen,ewaste
a pack of rotten mobile battery from office,ewaste
several envelope from shop,recyclable
crumpled cardboard box from kitchen,recyclable
a lot of rotten leftover rice from shop,biodegradable
several garden leaves from kitchen mixed with paper,compostable
a lot of banana peel in school,biodegradable
two sanitary pad from office,sanitary
several carton after festival,recyclable
a pack of glass bottle from shop,glass
one crumpled envelope in market mixed with paper,recyclable
a pack of tear-stained used battery from kitchen,hazardous
dry paper cup from office,recyclable
a pack of coffee grounds from office,compostable
two dry street sweepings after festival,mixed
rotten broken glass from shop,glass
a lot of old carton after festival mixed with cans,recyclable
several tear-stained broken glass from shop,glass
several envelope found on street,recyclable
crumpled cans from shop,metal
broken vegetable peels from kitchen,biodegradable
several dry cow dung from shop,compostable
a pack of leftover rice in market,biodegradable
old mobile phone found on street,ewaste
a lot of old thermometer (mercury) from office,hazardous
glass jar from shop,glass
one vegetable peels in market,biodegradable
several broken cooking oil tin from shop mixed with paper,metal
two old cardboard box after festival,recyclable
two wet pesticide bottle from kitchen,hazardous
a lot of tear-stained used diaper after festival mixed with plastic,sanitary
two printer cartridge in market,ewaste
remote control from shop,ewaste
rotten cardboard box from office,recyclable
two soda can found on street,metal
several glass jar from shop,glass
a pack of plastic bottle from office,recyclable
peeled metal scrap after festival,metal
two used diaper from office,sanitary
two garden leaves found on street,compostable
a pack of empty cow dung in school,compostable
two shoe sole after festival,textile
a pack of peeled rotten mango after festival,biodegradable
two garden leaves found on street,compostable
two broken grass clippings from kitchen,compostable
two rusty magazine from shop,recyclable
a pack of rusty torn saree after festival,textile
two magazine found on street,recyclable
several needle syringe from shop,hazardous
a pack of tin box from office,metal
tear-stained metal scrap in market,metal
a pack of old worn T-shirt found on street,textile
two broken rotten mango in market,biodegradable
a lot of plastic container found on street,recyclable
two rusty envelope from shop,recyclable
a pack of solvent jar from kitchen mixed with cooking oil tin,hazardous
a pack of wet envelope from shop mixed with paint can,recyclable
a pack of dry earphones after festival mixed with plastic,ewaste
several old worn T-shirt found on street,textile
one wet wipes from office,sanitary
a lot of dry flower waste after festival,biodegradable
two glass cup from kitchen,glass
vegetable peels from kitchen,biodegradable
one solvent jar in market,hazardous
two hard disk from shop,ewaste
several banana peel from office,biodegradable
tear-stained garden leaves in school,compostable
several crumpled chemicals bottle in market,hazardous
tea leaves from shop,biodegradable
used cotton swabs found on street,sanitary
a pack of wet pesticide bottle from kitchen,hazardous
two paper bag found on street,recyclable
a pack of crumpled garden leaves found on street,compostable
a lot of peeled paper bag in school,recyclable
one tea leaves from kitchen,biodegradable
several tampon from office,sanitary
a lot of broken cans in market,metal
needle syringe from shop,hazardous
a lot of broken banana peel in market,biodegradable
one old mobile phone in school,ewaste
several wet shoe sole from kitchen,textile
a pack of crumpled pickle jar found on street,glass
a lot of coffee grounds found on street,compostable
old paper packet found on street,recyclable
a pack of old keyboard from kitchen,ewaste
a pack of used soda can from office,metal
one broken magazine after festival,recyclable
two printer cartridge from office,ewaste
several circuit board in school,ewaste
one broken glass found on street,glass
cans in market,metal
two cooked food scrap from office,biodegradable
one paper packet from shop,recyclable
a lot of cotton swabs in school,sanitary
a lot of old carton found on street,recyclable
two paper bag from shop,recyclable
a lot of vegetable peels from office,biodegradable
empty used food packet from office,biodegradable
a lot of wipes after festival,sanitary
wet expired medicine from office,hazardous
a pack of dry grass clippings in school,compostable
a pack of peeled shoe sole in market,textile
one tear-stained newspaper after festival mixed with paper,recyclable
several keyboard in market,ewaste
several rotten plastic bottle from office,recyclable
one old wine bottle after festival,glass
a lot of used food packet in school mixed with wipes,biodegradable
a lot of broken glass from office mixed with paper,glass
two paper bag in school,recyclable
a lot of dry glass jar from shop,glass
two soiled cotton swabs from office,sanitary
several used battery from kitchen mixed with plastic,hazardous
one carton from office,recyclable
several rotten garden leaves in school,compostable
a lot of peeled tea leaves in school,biodegradable
two cooking oil tin from kitchen,metal
a pack of peeled needle syringe in market,hazardous
broken newspaper found on street,recyclable
one leftover dal found on street,biodegradable
two peeled old laptop from shop,ewaste
one broken envelope from kitchen,recyclable
a lot of used flower waste from shop mixed with paper,biodegradable
wipes from kitchen,sanitary
a lot of plastic bottle after festival,recyclable
two rusty soda can in school,metal
a pack of tear-stained aluminium foil from shop,metal
one crumpled egg shell from office,compostable
a pack of used rotten mango from kitchen,biodegradable
two egg shell in market,compostable
two solvent jar in school,hazardous
two acid bottle found on street,hazardous
a lot of rusty paper packet after festival,recyclable
aluminium foil after festival,metal
a lot of wet miscellaneous waste in school,mixed
two tear-stained envelope from office,recyclable
several paint can in school,hazardous
one combined trash bag from kitchen,mixed
a pack of needle syringe found on street,hazardous
a lot of expired medicine from shop,hazardous
one used torn saree found on street,textile
soiled cardboard box in market,recyclable
peeled paper packet found on street mixed with paper,recyclable
two used flower waste from shop,biodegradable
one soiled remote control from office,ewaste
several paper bag found on street,recyclable
a pack of flower waste from office,biodegradable
rusty magazine in school,recyclable
one old expired medicine from office,hazardous
a lot of old newspaper found on street,recyclable
a lot of cloth pieces from shop,textile
a lot of peeled wipes from kitchen,sanitary
dry mobile battery from shop,ewaste
a pack of broken paper cup from kitchen,recyclable
coconut husk in market,biodegradable
a pack of broken glass from office,glass
a lot of used rotten mango found on street,biodegradable
a pack of wipes from shop,sanitary
one broken glass cup from office,glass
one banana peel from shop,biodegradable
several used food packet from office,biodegradable
a lot of used cardboard box from kitchen,recyclable
used broken glass in school,glass
one used diaper from kitchen,sanitary
a lot of rotten paper packet from office,recyclable
several rotten used bedsheet from shop,textile
a lot of used wipes from office,sanitary
two broken banana peel found on street,biodegradable
a lot of rotten sanitary pad in school,sanitary
several old cardboard box in market,recyclable
two tear-stained flower waste from kitchen,biodegradable
a lot of broken circuit board in market,ewaste
empty envelope after festival,recyclable
several used old clothes from kitchen,textile
one flower waste from kitchen,biodegradable
street sweepings after festival,mixed
a pack of worn T-shirt from shop,textile
a lot of peeled sanitary pad from office,sanitary
a lot of paint can in market,hazardous
one peeled paper packet from kitchen,recyclable
one wipes found on street,sanitary
several used used food packet from shop,biodegradable
dry miscellaneous waste after festival,mixed
two rusty glass jar found on street,glass
a pack of broken pickle jar found on street,glass
a lot of leftover dal from shop,biodegradable
a lot of chemicals bottle in market mixed with paper,hazardous
wipes after festival,sanitary
several tear-stained combined trash bag from kitchen,mixed
a lot of used diaper in market,sanitary
a lot of paper bag in market,recyclable
several old paper bag in market,recyclable
a lot of cans in market,metal
one broken banana peel from shop,biodegradable
several rusty glass jar from office,glass
a lot of peeled remote control found on street,ewaste
a pack of paper packet in market,recyclable
two old printer cartridge in school,ewaste
expired medicine in market,hazardous
old pickle jar from office,glass
one crumpled earphones from office,ewaste
a pack of newspaper from shop,recyclable
aluminium foil in market,metal
a lot of printer cartridge after festival,ewaste
several wipes from kitchen mixed with plastic,sanitary
vegetable peels found on street,biodegradable
a pack of peeled pickle jar found on street,glass
two paper packet in market,recyclable
tear-stained thermometer (mercury) found on street,hazardous
several old clothes in market,textile
a pack of tear-stained cooking oil tin from shop,metal
two rusty cooked food scrap from shop,biodegradable
a pack of empty cooking oil tin found on street,metal
a lot of dry broken charger from shop,ewaste
a lot of circuit board from office,ewaste
two old plastic container from office mixed with plastic,recyclable
a pack of tear-stained rotten mango after festival,biodegradable
household mixed waste after festival,mixed
a lot of leftover rice from office,biodegradable
a lot of glass cup from office,glass
one wine bottle in market,glass
a lot of envelope in school,recyclable
a lot of glass bottle from kitchen,glass
several peeled newspaper in school,recyclable
two rotten plastic container after festival,recyclable
two soiled newspaper in school,recyclable
two metal scrap in market,metal
one newspaper after festival,recyclable
a pack of old wipes from office,sanitary
two broken glass from office,glass
several cooked food scrap in school,biodegradable
two street sweepings from kitchen,mixed
wet carton in market,recyclable
several dry household mixed waste from office mixed with paper,mixed
two rotten leftover dal from kitchen,biodegradable
several paper cup from shop,recyclable
a lot of wet envelope after festival,recyclable
old laptop from office,ewaste
several old cloth pieces from shop,textile
two peeled banana peel from office,biodegradable
broken used food packet in market,biodegradable
two cardboard box in market,recyclable
two combined trash bag in school,mixed
a lot of crumpled tin box from office,metal
a pack of wet street sweepings from office,mixed
two used metal scrap from kitchen,metal
several old remote control found on street,ewaste
a lot of tear-stained paint can from shop,hazardous
one tear-stained plastic bottle after festival,recyclable
a lot of crumpled vegetable peels from office,biodegradable
a pack of dry glass bottle after festival,glass
several rotten cooking oil tin found on street mixed with plastic,metal
a pack of rusty pesticide bottle after festival,hazardous
coconut husk found on street,biodegradable
a pack of peeled envelope after festival,recyclable
a lot of keyboard from kitchen,ewaste
a lot of peeled magazine in school mixed with plastic,recyclable
two broken charger after festival,ewaste
a pack of earphones found on street,ewaste
a pack of pesticide bottle found on street,hazardous
a lot of used coconut husk from shop,biodegradable
a lot of paper bag after festival,recyclable
tear-stained vegetable peels from kitchen,biodegradable
two wet street sweepings found on street,mixed
cans after festival,metal
two broken glass in market,glass
several broken miscellaneous waste in market,mixed
one used banana peel from office,biodegradable
one expired medicine from kitchen,hazardous
a lot of rusty tea leaves after festival,biodegradable
a lot of banana peel from kitchen,biodegradable
several old carton in market mixed with paper,recyclable
a pack of aluminium foil after festival,metal
a lot of pickle jar from kitchen,glass
cloth pieces from office,textile
two old cow dung in market,compostable
two old street sweepings from shop mixed with paper,mixed
two dry tin box in market,metal
a lot of glass cup after festival,glass
a pack of wine bottle from kitchen,glass
two keyboard found on street,ewaste
two broken plastic container from kitchen,recyclable
several miscellaneous waste from shop,mixed
several earphones after festival,ewaste
a lot of rotten egg shell in school,compostable
envelope after festival,recyclable
a pack of old mobile phone from kitchen,ewaste
several leftover dal after festival,biodegradable
a pack of rusty circuit board from kitchen,ewaste
one remote control found on street,ewaste
a pack of garden leaves found on street,compostable
empty solvent jar in school,hazardous
a pack of paper bag from office,recyclable
several acid bottle in market,hazardous
one wine bottle after festival,glass
rusty flower waste in school,biodegradable
used street sweepings after festival,mixed
two wet glass jar from shop,glass
two circuit board from kitchen,ewaste
a pack of rusty hard disk found on street,ewaste
several rotten pickle jar after festival,glass
broken glass from shop,glass
a pack of plastic bottle from shop,recyclable
one wet earphones from shop,ewaste
chemicals bottle in school,hazardous
a lot of tin box from shop,metal
several old wipes found on street,sanitary
rotten mango in market,biodegradable
one rusty cooked food scrap from office,biodegradable
a lot of dry cotton swabs from shop,sanitary
two glass cup from kitchen,glass
two aluminium foil after festival,metal
several carton from office mixed with plastic,recyclable
two peeled newspaper after festival,recyclable
cooked food scrap found on street,biodegradable
several carton found on street,recyclable
two rotten leftover rice from kitchen,biodegradable
a pack of crumpled plastic container in school,recyclable
a lot of tea leaves from office,biodegradable
a lot of old combined trash bag in school,mixed
several wine bottle in market,glass
a pack of crumpled metal scrap from office,metal
tear-stained newspaper in market,recyclable
one magazine from shop,recyclable
a pack of broken combined trash bag after festival,mixed
peeled banana peel found on street,biodegradable
broken metal scrap from office,metal
a pack of peeled cooking oil tin in school,metal
two egg shell from office,compostable
several peeled tea leaves found on street mixed with paper,biodegradable
one shoe sole from shop,textile
several paper packet in school,recyclable
one cooking oil tin found on street,metal
a pack of dry metal scrap after festival,metal
tea leaves found on street,biodegradable
a lot of thermometer (mercury) found on street,hazardous
one paper cup found on street,recyclable
a lot of broken charger from office,ewaste
one printer cartridge from shop,ewaste
a pack of rotten used food packet from kitchen,biodegradable
two tin box in school,metal
a pack of wipes after festival,sanitary
one old laptop in school,ewaste
one rusty leftover dal from shop,biodegradable
a pack of fruit waste in school,biodegradable
several empty leftover dal found on street,biodegradable
several empty paper packet in school,recyclable
a lot of used earphones from kitchen,ewaste
several dry chemicals bottle from kitchen,hazardous
two wet torn saree in school,textile
a pack of hard disk in market,ewaste
a lot of cooking oil tin from office mixed with broken glass,metal
cloth pieces from kitchen,textile
cans from shop,metal
a pack of broken earphones found on street,ewaste
two plastic bottle from office,recyclable
two fruit waste from office,biodegradable
paper packet from shop,recyclable
two plastic container after festival,recyclable
a pack of dry cardboard box in school,recyclable
a lot of cardboard box after festival,recyclable
rotten carton after festival,recyclable
a pack of paper packet from kitchen,recyclable
one carton from office,recyclable
a pack of wet household mixed waste from kitchen,mixed
a pack of newspaper from office,recyclable
two keyboard in market,ewaste
tear-stained glass bottle from kitchen,glass
several broken envelope from office,recyclable
two cloth pieces in school,textile
one earphones found on street,ewaste
one used food packet in school,biodegradable
one broken paint can in market,hazardous
pesticide bottle from shop mixed with remote control,hazardous
a pack of paper packet in school,recyclable
empty envelope from shop,recyclable
a pack of cardboard box from shop,recyclable
two envelope after festival,recyclable
one soda can from kitchen,metal
one broken charger in market,ewaste
several coffee grounds from kitchen,compostable
tear-stained magazine in market,recyclable
several paper packet from office mixed with plastic,recyclable
a lot of sanitary pad from office,sanitary
a pack of rusty expired medicine in market,hazardous
a pack of rusty plastic container found on street mixed with plastic,recyclable
two cardboard box found on street,recyclable
empty cardboard box in school,recyclable
two cloth pieces in market,textile
a pack of dry leftover rice in school,biodegradable
one crumpled plastic bottle from office mixed with paper,recyclable
two plastic container in market mixed with paper,recyclable
several broken carton after festival,recyclable
one old acid bottle from office,hazardous
two paper cup in school,recyclable
a pack of pesticide bottle from shop,hazardous
two dry coconut husk from shop,biodegradable
two cans in school,metal
one mobile battery found on street mixed with paper,ewaste
two old acid bottle from kitchen,hazardous
a pack of peeled leftover dal in market,biodegradable
